,accelerate,brakes,speed,Cluster
13339,0.0,0.0,1.0,0
13353,0.0,0.0,0.0,0
13352,0.0,1.0,1.0,0
13351,1.0,1.0,1.0,0
95112,1.0,1.0,1.0,0
13349,1.0,0.0,0.0,0
13348,1.0,0.0,2.0,0
13322,1.0,2.0,1.0,0
13347,1.0,2.0,0.0,0
13345,2.0,1.0,2.0,0
95114,1.0,1.0,0.0,0
13343,1.0,1.0,1.0,0
13342,0.0,2.0,1.0,0
13341,0.0,2.0,0.0,0
13340,1.0,2.0,0.0,0
95113,1.0,0.0,0.0,0
13321,1.0,2.0,1.0,0
13320,0.0,1.0,1.0,0
13319,1.0,0.0,0.0,0
13300,0.0,2.0,0.0,0
13299,1.0,2.0,0.0,0
13298,0.0,0.0,2.0,0
13297,1.0,2.0,0.0,0
13296,1.0,1.0,2.0,0
13295,1.0,2.0,0.0,0
13301,0.0,2.0,1.0,0
95128,1.0,2.0,1.0,0
13292,0.0,1.0,1.0,0
13291,1.0,2.0,1.0,0
95130,0.0,1.0,1.0,0
13289,1.0,2.0,1.0,0
95131,0.0,2.0,0.0,0
13287,0.0,0.0,1.0,0
13293,0.0,2.0,1.0,0
13354,1.0,1.0,0.0,0
95127,0.0,2.0,0.0,0
95126,0.0,0.0,1.0,0
95121,1.0,1.0,2.0,0
13317,0.0,0.0,2.0,0
13316,1.0,2.0,0.0,0
95124,0.0,0.0,0.0,0
13314,1.0,1.0,1.0,0
13313,0.0,1.0,1.0,0
13303,0.0,1.0,1.0,0
13312,0.0,1.0,1.0,0
13310,1.0,1.0,1.0,0
13309,1.0,1.0,0.0,0
95125,0.0,1.0,0.0,0
13307,0.0,1.0,0.0,0
13306,0.0,2.0,2.0,0
13305,0.0,2.0,1.0,0
13311,0.0,1.0,1.0,0
13286,0.0,2.0,1.0,0
95110,2.0,2.0,2.0,0
95109,0.0,2.0,0.0,0
95099,0.0,1.0,2.0,0
13395,1.0,1.0,0.0,0
95097,0.0,1.0,0.0,0
13397,1.0,1.0,1.0,0
95096,1.0,1.0,1.0,0
95094,0.0,1.0,1.0,0
13400,0.0,1.0,1.0,0
13401,1.0,1.0,1.0,0
95093,0.0,1.0,1.0,0
13403,1.0,2.0,1.0,0
13404,0.0,2.0,1.0,0
95090,1.0,2.0,2.0,0
95089,1.0,2.0,0.0,0
13407,0.0,0.0,0.0,0
13408,0.0,2.0,2.0,0
13409,0.0,1.0,0.0,0
95088,0.0,1.0,1.0,0
95087,1.0,1.0,1.0,0
13423,0.0,0.0,0.0,0
13422,0.0,1.0,1.0,0
13421,0.0,0.0,1.0,0
13420,1.0,1.0,1.0,0
13419,1.0,1.0,1.0,0
13393,0.0,1.0,1.0,0
13418,1.0,2.0,1.0,0
13416,0.0,2.0,0.0,0
13415,0.0,0.0,1.0,0
13414,0.0,2.0,1.0,0
13413,0.0,1.0,0.0,0
13412,1.0,1.0,0.0,0
13411,0.0,2.0,2.0,0
13417,1.0,1.0,1.0,0
13392,0.0,2.0,0.0,0
95100,0.0,1.0,0.0,0
13390,1.0,0.0,1.0,0
13371,0.0,1.0,1.0,0
13370,0.0,1.0,0.0,0
13369,1.0,1.0,1.0,0
13368,0.0,2.0,0.0,0
13367,1.0,1.0,1.0,0
13366,0.0,1.0,1.0,0
13372,1.0,0.0,1.0,0
95103,0.0,2.0,1.0,0
13363,1.0,1.0,1.0,0
13362,1.0,1.0,1.0,0
95106,0.0,1.0,2.0,0
13360,0.0,1.0,0.0,0
13359,2.0,2.0,2.0,0
95108,1.0,1.0,0.0,0
95104,0.0,0.0,1.0,0
13356,0.0,0.0,0.0,0
13373,1.0,1.0,0.0,0
13375,0.0,1.0,0.0,0
13389,0.0,1.0,0.0,0
13388,1.0,2.0,0.0,0
13387,0.0,1.0,0.0,0
13386,0.0,1.0,0.0,0
13385,0.0,1.0,2.0,0
95101,0.0,1.0,1.0,0
13374,1.0,2.0,1.0,0
13383,2.0,1.0,1.0,0
95102,1.0,2.0,0.0,0
13380,1.0,1.0,1.0,0
13379,1.0,2.0,0.0,0
13378,0.0,2.0,0.0,0
13377,0.0,1.0,2.0,0
13376,0.0,1.0,2.0,0
13382,1.0,0.0,2.0,0
13285,0.0,2.0,1.0,0
95133,0.0,2.0,1.0,0
13283,0.0,2.0,0.0,0
13180,0.0,0.0,0.0,0
13181,1.0,1.0,0.0,0
13182,1.0,0.0,0.0,0
13183,0.0,2.0,1.0,0
13184,1.0,1.0,0.0,0
13185,0.0,2.0,1.0,0
13186,0.0,0.0,1.0,0
95175,0.0,0.0,1.0,0
13188,1.0,0.0,0.0,0
13189,2.0,2.0,0.0,0
95174,0.0,2.0,0.0,0
13191,0.0,2.0,1.0,0
13192,0.0,1.0,0.0,0
13193,1.0,0.0,1.0,0
13194,0.0,2.0,0.0,0
13195,1.0,2.0,0.0,0
13196,0.0,1.0,1.0,0
95168,0.0,1.0,1.0,0
95169,0.0,2.0,1.0,0
13208,0.0,1.0,1.0,0
95170,0.0,1.0,0.0,0
13206,0.0,0.0,0.0,0
13205,0.0,1.0,0.0,0
13179,1.0,1.0,1.0,0
13204,1.0,2.0,1.0,0
95171,1.0,1.0,1.0,0
13201,1.0,1.0,0.0,0
13200,0.0,1.0,1.0,0
13199,1.0,2.0,0.0,0
13198,0.0,1.0,2.0,0
95172,1.0,2.0,1.0,0
13203,0.0,0.0,0.0,0
13178,0.0,2.0,0.0,0
95177,0.0,1.0,0.0,0
13176,0.0,2.0,1.0,0
13157,0.0,2.0,1.0,0
13156,1.0,1.0,1.0,0
95182,1.0,0.0,1.0,0
13154,0.0,2.0,1.0,0
95183,1.0,1.0,0.0,0
13152,0.0,2.0,1.0,0
95181,0.0,2.0,1.0,0
13151,0.0,2.0,0.0,0
13149,1.0,1.0,0.0,0
13148,1.0,1.0,0.0,0
13147,1.0,1.0,1.0,0
13146,0.0,1.0,1.0,0
13145,0.0,2.0,1.0,0
13144,0.0,1.0,0.0,0
13150,1.0,2.0,0.0,0
13211,0.0,1.0,0.0,0
13159,0.0,1.0,2.0,0
13161,1.0,1.0,2.0,0
13175,1.0,0.0,1.0,0
13174,0.0,1.0,2.0,0
13173,0.0,1.0,1.0,0
13172,1.0,0.0,0.0,0
13171,1.0,2.0,1.0,0
13170,1.0,1.0,0.0,0
13160,1.0,0.0,0.0,0
13169,0.0,0.0,1.0,0
13167,1.0,1.0,1.0,0
95179,1.0,1.0,0.0,0
13165,0.0,0.0,1.0,0
13164,0.0,1.0,0.0,0
95180,1.0,2.0,0.0,0
13162,0.0,0.0,0.0,0
13168,0.0,2.0,1.0,0
13212,1.0,2.0,0.0,0
95167,0.0,2.0,0.0,0
13214,0.0,2.0,1.0,0
13264,0.0,0.0,0.0,0
13263,0.0,0.0,0.0,0
95141,0.0,0.0,0.0,0
13261,0.0,1.0,2.0,0
13260,1.0,1.0,0.0,0
95142,1.0,1.0,0.0,0
13265,0.0,2.0,0.0,0
13258,1.0,2.0,1.0,0
13256,0.0,1.0,1.0,0
13255,1.0,1.0,0.0,0
13254,1.0,0.0,0.0,0
13253,0.0,2.0,1.0,0
13252,1.0,1.0,0.0,0
13251,0.0,2.0,0.0,0
95143,0.0,2.0,1.0,0
13250,2.0,1.0,0.0,0
13266,1.0,1.0,1.0,0
13268,1.0,1.0,2.0,0
13282,0.0,2.0,1.0,0
13281,1.0,2.0,1.0,0
13280,0.0,1.0,1.0,0
95134,0.0,1.0,0.0,0
13278,1.0,2.0,2.0,0
13277,1.0,2.0,0.0,0
13267,0.0,1.0,0.0,0
13276,1.0,0.0,1.0,0
13274,1.0,0.0,0.0,0
95140,0.0,0.0,0.0,0
13272,0.0,1.0,0.0,0
13271,0.0,0.0,0.0,0
13270,0.0,1.0,1.0,0
13269,0.0,1.0,2.0,0
95137,2.0,2.0,1.0,0
13425,1.0,1.0,1.0,0
95147,0.0,1.0,0.0,0
13247,0.0,1.0,2.0,0
13228,0.0,1.0,2.0,0
13227,0.0,1.0,1.0,0
13226,1.0,0.0,1.0,0
13225,1.0,2.0,1.0,0
95161,0.0,2.0,1.0,0
13223,1.0,2.0,1.0,0
13229,0.0,1.0,0.0,0
95164,0.0,1.0,1.0,0
13220,0.0,0.0,2.0,0
95165,1.0,2.0,0.0,0
13218,1.0,1.0,0.0,0
95166,1.0,2.0,0.0,0
13216,1.0,1.0,2.0,0
13215,0.0,2.0,0.0,0
13221,0.0,1.0,1.0,0
13248,1.0,2.0,0.0,0
13230,0.0,0.0,1.0,0
13232,0.0,1.0,0.0,0
95148,0.0,1.0,1.0,0
13245,0.0,1.0,1.0,0
95151,0.0,2.0,1.0,0
13243,1.0,0.0,1.0,0
13242,0.0,0.0,1.0,0
95152,0.0,0.0,0.0,0
95160,0.0,0.0,0.0,0
13240,0.0,0.0,1.0,0
95153,0.0,2.0,0.0,0
95155,0.0,1.0,2.0,0
95156,0.0,0.0,1.0,0
13235,1.0,0.0,1.0,0
95158,0.0,1.0,1.0,0
13233,1.0,0.0,3.0,0
13239,0.0,2.0,1.0,0
13426,0.0,1.0,0.0,0
13427,0.0,1.0,0.0,0
95086,0.0,2.0,1.0,0
13608,0.0,2.0,1.0,0
13609,0.0,2.0,0.0,0
13610,1.0,0.0,1.0,0
13611,1.0,2.0,2.0,0
95024,0.0,2.0,1.0,0
13613,1.0,0.0,0.0,0
13614,1.0,2.0,0.0,0
13615,0.0,1.0,1.0,0
13616,1.0,1.0,1.0,0
13617,0.0,1.0,1.0,0
13618,1.0,1.0,0.0,0
13619,1.0,0.0,1.0,0
13620,1.0,1.0,0.0,0
13621,1.0,2.0,1.0,0
13622,0.0,1.0,1.0,0
13623,1.0,1.0,1.0,0
13624,0.0,1.0,0.0,0
95017,1.0,2.0,1.0,0
13637,0.0,2.0,1.0,0
95018,1.0,1.0,0.0,0
13635,0.0,1.0,0.0,0
13634,0.0,1.0,1.0,0
95019,1.0,0.0,1.0,0
13607,1.0,2.0,1.0,0
13632,1.0,0.0,1.0,0
13630,0.0,0.0,0.0,0
95022,1.0,0.0,1.0,0
95023,1.0,2.0,1.0,0
13627,0.0,2.0,1.0,0
13626,1.0,2.0,1.0,0
13625,0.0,0.0,1.0,0
13631,0.0,0.0,1.0,0
13606,1.0,1.0,0.0,0
13605,1.0,0.0,0.0,0
13604,1.0,1.0,1.0,0
13585,0.0,1.0,0.0,0
95033,1.0,1.0,0.0,0
13583,0.0,1.0,0.0,0
13582,0.0,2.0,2.0,0
13581,1.0,1.0,0.0,0
13580,1.0,2.0,1.0,0
13586,0.0,1.0,0.0,0
13579,1.0,2.0,1.0,0
95035,0.0,1.0,0.0,0
13576,1.0,1.0,0.0,0
95037,1.0,0.0,1.0,0
13574,0.0,0.0,0.0,0
13573,1.0,0.0,1.0,0
95039,0.0,0.0,1.0,0
13578,0.0,2.0,1.0,0
13639,0.0,2.0,1.0,0
13587,0.0,0.0,0.0,0
13589,0.0,1.0,1.0,0
95025,3.0,2.0,1.0,0
13602,0.0,1.0,0.0,0
13601,0.0,0.0,1.0,0
13600,0.0,2.0,1.0,0
95026,0.0,0.0,0.0,0
13598,1.0,0.0,1.0,0
13588,1.0,0.0,1.0,0
13597,0.0,0.0,1.0,0
13595,0.0,2.0,1.0,0
13594,0.0,2.0,1.0,0
95029,0.0,0.0,1.0,0
13592,0.0,0.0,0.0,0
13591,2.0,2.0,0.0,0
95031,1.0,1.0,0.0,0
13596,0.0,0.0,1.0,0
13640,0.0,1.0,1.0,0
95014,0.0,1.0,1.0,0
13642,0.0,2.0,0.0,0
13692,1.0,1.0,0.0,0
95002,1.0,1.0,1.0,0
13690,1.0,2.0,0.0,0
13689,0.0,1.0,0.0,0
13688,0.0,0.0,1.0,0
95003,0.0,1.0,0.0,0
13693,1.0,1.0,1.0,0
13686,0.0,1.0,1.0,0
13684,1.0,1.0,0.0,0
13683,0.0,0.0,1.0,0
13682,1.0,1.0,0.0,0
13681,0.0,0.0,1.0,0
13680,0.0,2.0,0.0,0
13679,1.0,2.0,0.0,0
95004,1.0,1.0,0.0,0
13678,1.0,2.0,0.0,0
13694,0.0,0.0,1.0,0
95001,0.0,2.0,0.0,0
13710,0.0,0.0,1.0,0
13709,1.0,1.0,2.0,0
13708,1.0,2.0,1.0,0
94994,1.0,1.0,0.0,0
13706,1.0,0.0,0.0,0
13705,1.0,2.0,0.0,0
13695,0.0,1.0,1.0,0
94996,1.0,2.0,1.0,0
13702,0.0,1.0,1.0,0
13701,1.0,2.0,1.0,0
94999,0.0,0.0,0.0,0
13699,0.0,1.0,1.0,0
13698,0.0,0.0,0.0,0
95000,0.0,1.0,1.0,0
13703,0.0,2.0,1.0,0
95040,0.0,1.0,0.0,0
13677,0.0,1.0,1.0,0
13675,0.0,1.0,0.0,0
13656,1.0,1.0,0.0,0
13655,0.0,1.0,1.0,0
13654,0.0,1.0,2.0,0
13653,0.0,2.0,1.0,0
13652,1.0,2.0,0.0,0
13651,0.0,1.0,0.0,0
13657,1.0,1.0,0.0,0
13650,0.0,1.0,0.0,0
13648,0.0,2.0,2.0,0
95012,0.0,0.0,0.0,0
13646,0.0,0.0,0.0,0
13645,0.0,1.0,1.0,0
13644,1.0,2.0,1.0,0
13643,1.0,1.0,0.0,0
13649,0.0,1.0,1.0,0
95005,1.0,2.0,1.0,0
13658,0.0,1.0,1.0,0
13660,1.0,0.0,1.0,0
13674,0.0,0.0,1.0,0
13673,0.0,0.0,1.0,0
13672,0.0,1.0,0.0,0
13671,0.0,0.0,0.0,0
13670,2.0,1.0,0.0,0
95006,0.0,1.0,2.0,0
13659,0.0,1.0,1.0,0
95007,2.0,1.0,1.0,0
13666,0.0,2.0,0.0,0
95008,0.0,1.0,0.0,0
95010,0.0,0.0,0.0,0
13663,0.0,2.0,1.0,0
13662,1.0,1.0,0.0,0
13661,1.0,1.0,0.0,0
13667,0.0,2.0,0.0,0
13143,1.0,0.0,0.0,0
13570,1.0,2.0,1.0,0
95044,0.0,0.0,1.0,0
95071,1.0,2.0,2.0,0
13466,0.0,1.0,0.0,0
13467,0.0,2.0,1.0,0
13468,1.0,2.0,1.0,0
95070,0.0,0.0,1.0,0
13470,1.0,0.0,0.0,0
13471,1.0,2.0,0.0,0
13472,1.0,1.0,1.0,0
13473,1.0,0.0,0.0,0
13474,1.0,1.0,0.0,0
13475,1.0,1.0,1.0,0
13476,1.0,1.0,0.0,0
13477,1.0,1.0,0.0,0
95069,0.0,2.0,0.0,0
13479,1.0,1.0,0.0,0
13480,1.0,0.0,0.0,0
13481,2.0,2.0,1.0,0
13495,1.0,2.0,1.0,0
13494,0.0,1.0,0.0,0
13493,1.0,1.0,0.0,0
13492,0.0,1.0,1.0,0
95068,0.0,0.0,1.0,0
13490,1.0,1.0,1.0,0
13464,0.0,0.0,1.0,0
13489,0.0,2.0,1.0,0
13487,0.0,1.0,1.0,0
13486,1.0,2.0,1.0,0
13485,0.0,0.0,0.0,0
13484,0.0,0.0,2.0,0
13483,0.0,1.0,1.0,0
13482,0.0,1.0,2.0,0
13488,0.0,1.0,1.0,0
13463,1.0,2.0,0.0,0
13462,0.0,0.0,0.0,0
13461,0.0,1.0,3.0,0
95081,0.0,1.0,2.0,0
95082,0.0,0.0,0.0,0
13440,0.0,2.0,1.0,0
13439,0.0,1.0,0.0,0
13438,0.0,2.0,1.0,0
13437,1.0,1.0,0.0,0
13443,1.0,1.0,1.0,0
13436,1.0,1.0,1.0,0
13434,0.0,1.0,1.0,0
95083,0.0,2.0,1.0,0
13432,1.0,2.0,1.0,0
13431,1.0,2.0,1.0,0
13430,0.0,0.0,0.0,0
13429,2.0,2.0,1.0,0
13435,1.0,1.0,0.0,0
13496,0.0,2.0,0.0,0
13444,0.0,2.0,1.0,0
95080,1.0,2.0,1.0,0
13460,1.0,1.0,0.0,0
13459,1.0,0.0,2.0,0
13458,1.0,1.0,0.0,0
13457,0.0,1.0,0.0,0
95073,0.0,1.0,1.0,0
13455,0.0,2.0,0.0,0
13445,0.0,0.0,1.0,0
95075,0.0,1.0,0.0,0
13452,1.0,1.0,1.0,0
95076,1.0,1.0,3.0,0
13450,0.0,2.0,1.0,0
13449,1.0,1.0,1.0,0
95078,1.0,1.0,0.0,0
13447,0.0,1.0,0.0,0
13453,1.0,1.0,0.0,0
95065,0.0,2.0,0.0,0
95064,1.0,2.0,1.0,0
13499,0.0,2.0,1.0,0
95051,0.0,1.0,0.0,0
13548,1.0,2.0,0.0,0
13547,0.0,0.0,0.0,0
13546,0.0,0.0,2.0,0
13545,0.0,0.0,0.0,0
13544,1.0,1.0,1.0,0
13550,1.0,0.0,0.0,0
13543,0.0,0.0,0.0,0
95052,0.0,2.0,3.0,0
95053,0.0,0.0,1.0,0
13539,1.0,2.0,1.0,0
13538,0.0,1.0,1.0,0
13537,0.0,2.0,1.0,0
95054,0.0,1.0,1.0,0
13542,1.0,1.0,1.0,0
13535,1.0,1.0,0.0,0
95050,0.0,1.0,2.0,0
95049,0.0,0.0,0.0,0
13567,0.0,1.0,1.0,0
13566,0.0,0.0,1.0,0
13565,1.0,2.0,1.0,0
13564,1.0,1.0,0.0,0
13563,0.0,2.0,0.0,0
13562,1.0,2.0,1.0,0
13552,0.0,0.0,0.0,0
13561,1.0,2.0,1.0,0
13559,1.0,0.0,1.0,0
95045,1.0,1.0,0.0,0
13557,0.0,0.0,0.0,0
95047,1.0,0.0,1.0,0
13555,0.0,1.0,0.0,0
13554,1.0,2.0,0.0,0
13560,1.0,2.0,2.0,0
13569,0.0,0.0,1.0,0
13534,1.0,1.0,1.0,0
13532,0.0,1.0,2.0,0
13513,1.0,1.0,0.0,0
13512,1.0,1.0,1.0,0
13511,0.0,1.0,1.0,0
13510,0.0,1.0,1.0,0
13509,1.0,2.0,1.0,0
13508,1.0,2.0,0.0,0
13514,0.0,0.0,0.0,0
13507,1.0,0.0,1.0,0
13505,0.0,1.0,2.0,0
95060,0.0,2.0,1.0,0
13503,0.0,2.0,0.0,0
95061,0.0,1.0,0.0,0
95063,1.0,1.0,0.0,0
13500,0.0,2.0,1.0,0
13506,0.0,0.0,0.0,0
13533,1.0,2.0,0.0,0
13515,2.0,2.0,1.0,0
13517,0.0,0.0,0.0,0
13531,2.0,1.0,2.0,0
13530,0.0,0.0,1.0,0
13529,0.0,1.0,1.0,0
95055,0.0,1.0,0.0,0
13527,1.0,1.0,0.0,0
13526,0.0,1.0,1.0,0
13516,0.0,1.0,1.0,0
95056,0.0,0.0,0.0,0
13523,0.0,1.0,1.0,0
95057,0.0,2.0,1.0,0
13521,0.0,1.0,1.0,0
13520,2.0,2.0,2.0,0
13519,1.0,0.0,0.0,0
95058,0.0,1.0,1.0,0
13524,1.0,0.0,1.0,0
13142,0.0,0.0,0.0,0
13141,0.0,1.0,0.0,0
13140,0.0,2.0,0.0,0
95327,0.0,2.0,0.0,0
95326,0.0,0.0,0.0,0
12753,1.0,2.0,1.0,0
12754,0.0,0.0,0.0,0
12755,0.0,1.0,1.0,0
12756,1.0,0.0,1.0,0
12757,0.0,1.0,2.0,0
95322,1.0,2.0,2.0,0
95320,0.0,1.0,1.0,0
95319,2.0,0.0,1.0,0
12761,1.0,1.0,0.0,0
95314,0.0,2.0,1.0,0
12763,1.0,2.0,0.0,0
12764,0.0,0.0,1.0,0
12765,1.0,1.0,3.0,0
12766,1.0,2.0,0.0,0
12767,1.0,2.0,0.0,0
12781,0.0,2.0,0.0,0
12780,1.0,0.0,0.0,0
12779,1.0,2.0,1.0,0
95304,0.0,2.0,0.0,0
95307,0.0,1.0,1.0,0
12776,0.0,1.0,1.0,0
95328,0.0,2.0,0.0,0
95308,0.0,0.0,1.0,0
12773,1.0,2.0,1.0,0
12772,1.0,2.0,1.0,0
12771,0.0,1.0,1.0,0
12770,0.0,0.0,2.0,0
95312,1.0,1.0,0.0,0
95313,1.0,2.0,1.0,0
95311,0.0,2.0,1.0,0
12749,0.0,0.0,2.0,0
12748,0.0,1.0,0.0,0
12747,1.0,1.0,1.0,0
95341,1.0,0.0,0.0,0
12727,0.0,2.0,0.0,0
95342,0.0,1.0,1.0,0
12725,1.0,2.0,1.0,0
12724,1.0,0.0,1.0,0
95343,0.0,1.0,0.0,0
12729,0.0,2.0,0.0,0
12722,0.0,0.0,1.0,0
12720,0.0,0.0,0.0,0
95344,0.0,1.0,2.0,0
12718,1.0,0.0,2.0,0
12717,1.0,2.0,0.0,0
12716,0.0,1.0,0.0,0
12715,0.0,1.0,1.0,0
12721,1.0,0.0,1.0,0
12782,0.0,2.0,0.0,0
12730,1.0,0.0,1.0,0
95339,0.0,1.0,0.0,0
12746,1.0,2.0,1.0,0
12745,1.0,2.0,0.0,0
95331,1.0,1.0,1.0,0
95332,0.0,2.0,0.0,0
95333,1.0,2.0,0.0,0
95334,1.0,0.0,1.0,0
95340,0.0,2.0,0.0,0
12740,0.0,2.0,2.0,0
95336,0.0,2.0,0.0,0
95337,0.0,1.0,0.0,0
95338,1.0,1.0,1.0,0
12735,0.0,1.0,1.0,0
12734,0.0,1.0,1.0,0
12733,1.0,2.0,1.0,0
95335,0.0,1.0,1.0,0
12783,0.0,1.0,0.0,0
12784,0.0,2.0,0.0,0
12785,0.0,0.0,0.0,0
12835,1.0,1.0,0.0,0
12834,1.0,1.0,0.0,0
95281,0.0,1.0,1.0,0
12832,0.0,1.0,1.0,0
95282,0.0,0.0,1.0,0
95283,1.0,0.0,1.0,0
12836,0.0,2.0,1.0,0
95286,1.0,1.0,0.0,0
12827,1.0,1.0,0.0,0
12826,0.0,1.0,1.0,0
12825,1.0,2.0,0.0,0
12824,1.0,1.0,3.0,0
12823,1.0,0.0,1.0,0
12822,1.0,1.0,1.0,0
12828,0.0,1.0,1.0,0
12821,0.0,2.0,1.0,0
12837,0.0,1.0,1.0,0
12839,0.0,0.0,1.0,0
12853,0.0,2.0,2.0,0
12852,1.0,1.0,0.0,0
12851,0.0,2.0,1.0,0
12850,1.0,2.0,0.0,0
95276,0.0,1.0,1.0,0
12848,1.0,1.0,1.0,0
12838,1.0,1.0,0.0,0
12847,1.0,1.0,0.0,0
95277,1.0,2.0,1.0,0
95278,0.0,2.0,0.0,0
12843,1.0,1.0,2.0,0
12842,1.0,2.0,1.0,0
12841,0.0,1.0,1.0,0
95279,0.0,0.0,0.0,0
12846,0.0,0.0,1.0,0
12714,1.0,1.0,1.0,0
95287,0.0,1.0,0.0,0
12818,0.0,0.0,0.0,0
12799,0.0,2.0,1.0,0
95299,0.0,0.0,0.0,0
12797,1.0,0.0,1.0,0
12796,0.0,2.0,0.0,0
95301,0.0,1.0,1.0,0
12794,2.0,0.0,1.0,0
95297,0.0,1.0,0.0,0
95302,1.0,2.0,2.0,0
12791,0.0,1.0,1.0,0
12790,2.0,0.0,1.0,0
95303,1.0,2.0,2.0,0
12788,0.0,2.0,0.0,0
12787,0.0,0.0,1.0,0
12786,1.0,0.0,1.0,0
12792,0.0,1.0,0.0,0
95288,0.0,0.0,1.0,0
95295,0.0,2.0,1.0,0
12803,1.0,0.0,2.0,0
12817,1.0,2.0,0.0,0
12816,0.0,2.0,0.0,0
12815,0.0,2.0,1.0,0
12814,1.0,2.0,0.0,0
12813,1.0,1.0,2.0,0
12812,1.0,1.0,2.0,0
12802,1.0,1.0,0.0,0
95289,1.0,1.0,1.0,0
95293,1.0,0.0,1.0,0
12808,0.0,2.0,1.0,0
12807,0.0,1.0,0.0,0
95294,0.0,1.0,1.0,0
12805,0.0,1.0,1.0,0
12804,1.0,0.0,0.0,0
95291,0.0,0.0,2.0,0
12854,0.0,2.0,1.0,0
12713,1.0,2.0,2.0,0
12711,2.0,2.0,0.0,0
12608,0.0,1.0,0.0,0
12609,0.0,0.0,1.0,0
95380,0.0,2.0,1.0,0
12611,0.0,2.0,1.0,0
95379,1.0,0.0,0.0,0
12613,0.0,2.0,1.0,0
12614,0.0,0.0,1.0,0
12615,1.0,2.0,2.0,0
12616,0.0,0.0,1.0,0
12617,1.0,2.0,0.0,0
12618,1.0,1.0,2.0,0
95378,3.0,2.0,2.0,0
12620,0.0,0.0,0.0,0
12621,0.0,0.0,2.0,0
12622,0.0,0.0,1.0,0
95377,1.0,2.0,0.0,0
12624,1.0,1.0,1.0,0
12638,0.0,2.0,1.0,0
95371,0.0,1.0,0.0,0
95373,0.0,1.0,1.0,0
12635,1.0,2.0,0.0,0
95374,1.0,1.0,1.0,0
95375,1.0,1.0,1.0,0
12607,0.0,0.0,0.0,0
95376,0.0,2.0,1.0,0
12630,0.0,2.0,1.0,0
12629,0.0,0.0,0.0,0
12628,0.0,2.0,1.0,0
12627,1.0,1.0,0.0,0
12626,0.0,2.0,0.0,0
12625,0.0,1.0,1.0,0
12631,0.0,2.0,0.0,0
95381,1.0,2.0,1.0,0
12605,0.0,2.0,1.0,0
12604,0.0,2.0,0.0,0
12585,0.0,1.0,1.0,0
12584,0.0,2.0,0.0,0
12583,0.0,2.0,0.0,0
95392,1.0,2.0,1.0,0
95394,0.0,1.0,2.0,0
12580,1.0,1.0,1.0,0
12586,0.0,0.0,1.0,0
12579,0.0,0.0,2.0,0
95396,0.0,2.0,1.0,0
12576,1.0,1.0,1.0,0
12575,1.0,0.0,1.0,0
95399,1.0,1.0,0.0,0
12573,1.0,0.0,0.0,0
12572,1.0,0.0,2.0,0
95395,1.0,2.0,1.0,0
12639,1.0,2.0,1.0,0
12587,1.0,1.0,1.0,0
95390,1.0,0.0,1.0,0
95382,0.0,1.0,0.0,0
12602,1.0,2.0,1.0,0
95383,1.0,2.0,0.0,0
12600,0.0,0.0,0.0,0
95385,1.0,1.0,1.0,0
12598,0.0,2.0,1.0,0
12588,0.0,2.0,1.0,0
12597,1.0,0.0,0.0,0
12595,0.0,1.0,0.0,0
95386,0.0,1.0,1.0,0
95387,0.0,1.0,1.0,0
12592,0.0,0.0,1.0,0
95388,1.0,1.0,1.0,0
12590,0.0,1.0,0.0,0
12596,0.0,2.0,2.0,0
12640,0.0,1.0,1.0,0
12641,1.0,1.0,1.0,0
12642,0.0,2.0,1.0,0
12692,0.0,1.0,0.0,0
12691,1.0,1.0,2.0,0
95353,0.0,1.0,0.0,0
12689,0.0,1.0,0.0,0
12688,0.0,2.0,2.0,0
95355,1.0,1.0,0.0,0
12693,1.0,1.0,1.0,0
95356,1.0,2.0,0.0,0
12684,1.0,1.0,0.0,0
95357,0.0,1.0,1.0,0
12682,0.0,1.0,2.0,0
12681,0.0,1.0,1.0,0
12680,1.0,2.0,1.0,0
12679,1.0,1.0,0.0,0
12685,1.0,2.0,2.0,0
12678,0.0,1.0,1.0,0
95352,0.0,2.0,0.0,0
12696,0.0,2.0,0.0,0
12710,1.0,0.0,1.0,0
12709,0.0,0.0,1.0,0
12708,0.0,1.0,0.0,0
95346,0.0,1.0,0.0,0
12706,1.0,2.0,1.0,0
12705,0.0,1.0,2.0,0
12695,0.0,2.0,1.0,0
95347,0.0,1.0,0.0,0
95349,0.0,2.0,1.0,0
95350,0.0,1.0,0.0,0
12700,0.0,2.0,0.0,0
95351,0.0,2.0,1.0,0
12698,0.0,2.0,1.0,0
12697,1.0,2.0,0.0,0
12703,0.0,0.0,0.0,0
12712,0.0,1.0,1.0,0
12677,1.0,2.0,1.0,0
95360,0.0,0.0,1.0,0
12656,0.0,1.0,1.0,0
95366,0.0,0.0,0.0,0
95367,0.0,0.0,1.0,0
12653,1.0,0.0,1.0,0
12652,0.0,1.0,2.0,0
12651,0.0,1.0,1.0,0
95365,0.0,0.0,1.0,0
12650,0.0,2.0,0.0,0
12648,1.0,0.0,0.0,0
12647,0.0,1.0,1.0,0
12646,1.0,1.0,2.0,0
12645,0.0,2.0,1.0,0
12644,1.0,1.0,0.0,0
95368,0.0,2.0,1.0,0
12649,0.0,2.0,0.0,0
95359,1.0,0.0,0.0,0
12658,0.0,1.0,1.0,0
